userid,timestamp,username,tweet
1676268894,2009-05-02T05:33:15.000+01:00,singinrach,misses her pups
1676506901,2009-05-02T06:15:08.000+01:00,redy4tourbusluv,thanks but my dreams were crushed when didnt pick me
1676725071,2009-05-02T06:58:34.000+01:00,B_redic,ewww i feel sick too much junk food
1677336176,2009-05-02T09:33:19.000+01:00,PoisonedV,i wish i lived near coachella and not lolla
1677448888,2009-05-02T10:07:56.000+01:00,lilann86,omg am i ever gonna see u guys i was down for mexico and now the swine flu gah fate is against me its ok i have dvds
1678152334,2009-05-02T13:42:33.000+01:00,gd0t,why am i up so early on a saturday
1679796918,2009-05-02T18:12:04.000+01:00,nicolemonicat,i want to go somewhere
1679868398,2009-05-02T18:22:03.000+01:00,mariakitano,back from shopping food my back hurts
1685018367,2009-05-03T06:46:50.000+01:00,jeanettep,what smoking hookah without me again
1685100303,2009-05-03T07:03:53.000+01:00,ImNickArmstrong,do you think thats cheesy i think its good info that needs to be free but i gotta pay for my appendectomy somehow
1685208811,2009-05-03T07:27:42.000+01:00,montron,just got back from watching wolverine i give it a b wishing i had someone to hang out with while doug is at work tomorrow
1685210058,2009-05-03T07:28:00.000+01:00,AixaMarie,well im not graduating
1685271631,2009-05-03T07:42:15.000+01:00,adrianmateljan,my old quotarthurquot project with iain hasnt seen any activity since the th july
1685343039,2009-05-03T07:59:29.000+01:00,miss_janL,just looked at the upcoming weather forecast and is feeling down
1685373333,2009-05-03T08:06:43.000+01:00,dean_b,i love gossip girl but i havent seen any of series yet
1685436159,2009-05-03T08:23:01.000+01:00,jlewyville,my bulls lost but i was out with the wife after
1685458118,2009-05-03T08:28:52.000+01:00,fghanma,going to church someone just told me even if i lived there permenantly it wont be enough to be forgiven for all my sins
1685463273,2009-05-03T08:30:11.000+01:00,maxer88,is alone downtown in austin he lost his phone i cant find him helpppp
1685465020,2009-05-03T08:30:36.000+01:00,PiaSaysPeace,is tryin to figure out y i am up and y i feel a cold coming on when i just got over one a week ago damn
1685512087,2009-05-03T08:43:27.000+01:00,mommaloves,yesit is kentucky derby weekend some people got to goi was not one of them
1685520022,2009-05-03T08:45:41.000+01:00,GardenNymphA,thank god youre ok
1685552192,2009-05-03T08:54:49.000+01:00,Gemmafinia,has a sore throat
1685641219,2009-05-03T09:20:11.000+01:00,xMegzzz,i cut my finger lol
1685700764,2009-05-03T09:38:02.000+01:00,nobsvoxfriends,nob friends for some reason firefox doesnt keep me logged into things anymore
1685712319,2009-05-03T09:41:37.000+01:00,saaam_,really wanted to go see mcfly on th may only to see but i cant
1685782472,2009-05-03T10:03:10.000+01:00,louhellbaby,on a lovely lazy bank holiday weekend what better to do than shop on etsy for hellbabies and cherrypiepunk clothing ill be at work
1685819279,2009-05-03T10:14:51.000+01:00,dunghoangit,hic c ngy hum nay mnh cha lm c ci g c gi tip tc cv hic hic
1685851437,2009-05-03T10:25:09.000+01:00,Itzjon,long day pac layed out hatton drose and the bulls didnt fair so well but hey blackjack basketball and boxing overall a good day
1685872850,2009-05-03T10:31:57.000+01:00,Babz8,i am getting really hyped for taz i need to calm down ill think about the athletics tomorrow and how much my knee is killing me
1685895389,2009-05-03T10:39:13.000+01:00,eilsew,woke up not feeling after visiting our favorite cocktail bar last night day trip to plzen scratched
1685901585,2009-05-03T10:41:11.000+01:00,Alexis_Michelle,clicks everyone unfollow button im sad
1686011625,2009-05-03T11:16:46.000+01:00,tannedin,im in dallas got in yesterday morning however situation dictates that i might be recalled we shall see
1686052087,2009-05-03T11:30:19.000+01:00,DiyanaRazinah,internet is down sorry aku inda dpt gossip sma kamu and
1686100340,2009-05-03T11:45:33.000+01:00,CherylH77,they did and she bloody well came back
1686122372,2009-05-03T11:52:40.000+01:00,P0150N0U5F15H,ohhh i have clothes on now
1686122645,2009-05-03T11:52:45.000+01:00,nien_na,says chy chy cuit chy chy cuit kngen kmu nie
1686209644,2009-05-03T12:20:24.000+01:00,ChrisMDixon,what the hell is an uke it sounds cool i want one
1686260369,2009-05-03T12:35:45.000+01:00,nstonepawar,crosby ripped one through varlamov from the circle shows what he can do when he actually has room to play always passing
1686326898,2009-05-03T12:55:37.000+01:00,LivHeerenveen,still watching the rain in the carribbean
1686328832,2009-05-03T12:56:11.000+01:00,melissarog,catching up with work after a very busy weekend actually very busy week exchange student leaves tomorrow shes been very homesick
1686406061,2009-05-03T13:17:22.000+01:00,Angel17thWard,tears umm hmm alratos papiseeto te amoi love you
1686410961,2009-05-03T13:18:45.000+01:00,thInkstained,struggling to comprehend going to uni tomorrow stuffy nose essays due guh such a tragically routine life i lead during the week
1686420443,2009-05-03T13:21:20.000+01:00,roxy_yeah,poor maddy macann years today since she was snatched from her parents on holiday
1686488984,2009-05-03T13:39:01.000+01:00,xrudyx,is hopeing some of his friends get him cool shirts since he couldnt it like all them ps fob nfg tctbs allong them lines
1686594341,2009-05-03T14:03:53.000+01:00,RaySu,xmen was an off the hook movie too bad the ending was kinda wack
1686638358,2009-05-03T14:14:01.000+01:00,endss,hey beybiiii i miss you and im sick now please come to my room haha peluk dong mor lg sakit nih eug
1686732294,2009-05-03T14:34:28.000+01:00,rebascool,im hungry but idk what to eat
1686749707,2009-05-03T14:38:13.000+01:00,mantramanics,reading birmingham starts biting fingernails
1686922375,2009-05-03T15:13:17.000+01:00,ilovenewishh,very disappointed in myself
1686925470,2009-05-03T15:13:53.000+01:00,anisark,saw b yesterdayits not at all scaryhmph
1687152673,2009-05-03T15:55:12.000+01:00,iysis78,oh dear what brought that on madame thas not a nice feeling
1687519302,2009-05-03T16:54:41.000+01:00,xDirtyBurdx,more one sided convosome peole just dont back
1687596482,2009-05-03T17:06:33.000+01:00,StephieeRosee,ive been munching on crappy foods all day
1687868375,2009-05-03T17:47:17.000+01:00,ItamiMiyuuki,i watch school days and i feel a little bit like itou im miss for him
1688116178,2009-05-03T18:22:36.000+01:00,nevershoutkeira,i dont like crying
1688883704,2009-05-03T20:08:13.000+01:00,curls4derek,off to buy new shoesunfortunately they are for my son and not me lol
1688924337,2009-05-03T20:13:38.000+01:00,JessaBoBessa,this update seems slower damn
1690899776,2009-05-04T00:38:07.000+01:00,rubydoor,oh my that is frightening
1691125610,2009-05-04T01:09:06.000+01:00,_ladygoodman,this guy i liked said my pearl one looked like a dog collar i stopped wearing them after that
1691161786,2009-05-04T01:14:11.000+01:00,masonicboomk8,we got thrown out of pub say goodbye to richard for me and his bubblegum army
1691199461,2009-05-04T01:19:24.000+01:00,PromoMarketer,sorry bout that craig hope you feel better i got a cough hubby a cold both from being in a plane amp recycled air
1691228893,2009-05-04T01:23:25.000+01:00,frogst,quotplease wait a few minutes to vote againquot really puts a damper on the fun of thumbsupping or downing parts of films on youtube
1691342873,2009-05-04T01:38:59.000+01:00,MeganToscano,lol people dont like me today i just dropped followers within hours
1691376629,2009-05-04T01:43:33.000+01:00,Alexissssssssss,oh rly aw i saw commercials for it and he does kinda seem to be a bit of a douche
1691384541,2009-05-04T01:44:38.000+01:00,mikexjeezxx,wish i could trade lives with him because i dont like waking up tomrrow he dose the same time could this be pay back hope not llyl
1691745064,2009-05-04T02:31:14.000+01:00,cailino,wishing i had the baby alive and back inside of me
1692049295,2009-05-04T03:10:07.000+01:00,anniebroom,praying my tooth stops hurting i do love going to the dentist but only to get squeaky clean teeth id rather not go for a toothache
1692134876,2009-05-04T03:20:59.000+01:00,caycelayne,rrreaallllyyy want to go to bonarooyet the credit card is fullalas i shall not go
1692177842,2009-05-04T03:26:27.000+01:00,ohsoscenex,my tummy hurts so bad right now
1692252305,2009-05-04T03:35:53.000+01:00,anna0333,tiredvery tiredsurgeries all day tomorrow
1692442862,2009-05-04T04:00:26.000+01:00,MeganRenee210,is really pissed at the ending of tough love i felt like crying when i read that and her bf didnt work out
1692521344,2009-05-04T04:10:32.000+01:00,MattGranda,wishes my phone didnt die because i was on the phone with my aprils
1692594218,2009-05-04T04:20:17.000+01:00,Tandog,cinderella is my cat got her after kaiser died shes cool gettin her def took the edge off losing him poor boy
1692678349,2009-05-04T04:31:47.000+01:00,sashaalynn09,tiredd tiredd tiredd doesnt wanttt to go to school tommorwoww
1692716022,2009-05-04T04:36:57.000+01:00,KendraaPaige,today is gonna give me bad dreams
1692783315,2009-05-04T04:46:26.000+01:00,racergal84,just finished straightening my hair im way tired now and dog food is expensive
1692843517,2009-05-04T04:55:09.000+01:00,brian_daniel,returning the convertible
1692882347,2009-05-04T05:00:43.000+01:00,aprilknob,im not from arkansas bit this time of the year i miss bring able to spend the summer there with my gram
1692883152,2009-05-04T05:00:49.000+01:00,mejoff,on my desk is a jar of pencils one of the pencils is an xacto knife that was the one my yr old used to draw on my new macbook pro
1692914400,2009-05-04T05:05:16.000+01:00,KristenCampisi,god i hope sojust want to be back to normalwhatever in the heck that is anymoresomethin is messed up tho
1692915857,2009-05-04T05:05:29.000+01:00,chapline,not talking to becca
1693115456,2009-05-04T05:36:21.000+01:00,ShanLarissa,is giving him one more chance he betta not eff up thos time on another note another night of studying what a drag
1693139789,2009-05-04T05:40:24.000+01:00,Mayday74,adult beverage was nd to last bottle of central waters satin solstice want to finish both b trading spaces outlook grim
1693265198,2009-05-04T06:01:37.000+01:00,joshpmann,missing the lovely mrs hi hunners
1693434261,2009-05-04T06:32:12.000+01:00,illuzion11,watching platinum weddings yet again and realizing i dont believe in fairy tales anymore
1693472660,2009-05-04T06:39:36.000+01:00,blahBITCH,i miss my baby even more now since we so far away frm each other
1693474273,2009-05-04T06:39:55.000+01:00,jamespaton,i know and i have to resort to pirating because they dont sell the album on aus itunes
1693552352,2009-05-04T06:55:44.000+01:00,MasterCosmo,not ready for this week
1693675351,2009-05-04T07:21:46.000+01:00,BEEJAYD,wishes we could go back
1693678093,2009-05-04T07:22:24.000+01:00,Sylwia_hsarC,another nightmare last night so many things to do today a crappy day tomorrow please help me
1693753879,2009-05-04T07:39:21.000+01:00,haileyytuckerr,i want to paint more pictures but i ran out of paper
1693943946,2009-05-04T08:24:19.000+01:00,LeesaO,was hoping for magic amp love but tonight wasnt my night night started dramatic so felt disconnected amp hm seemed distant too
1694009089,2009-05-04T08:40:39.000+01:00,MarlboroLady,sleep now out of smokes
1694045502,2009-05-04T08:50:27.000+01:00,LeafMonarch,omfg i have to go to the dentist my tooth is falling apart
1694071474,2009-05-04T08:57:35.000+01:00,FloodedLungs,i miss this summer where all i listened to was panic at the disco i want them to go on tour soon
1694273102,2009-05-04T09:52:11.000+01:00,LouLouBabez,school tomorow got exams all week
1694288747,2009-05-04T09:56:36.000+01:00,sueoil,off to beach down sarf with gourmet picnic no b though as still ill
1694383596,2009-05-04T10:22:42.000+01:00,wanjagi,more work hello good people
1694453547,2009-05-04T10:41:56.000+01:00,thetiniest,really disappointed that all of derek kirk kims older comics have disappeared off the internet not cool derek
1694579558,2009-05-04T11:15:46.000+01:00,ferretwho,me too theyre fantastic creatures
1694599450,2009-05-04T11:21:02.000+01:00,cidermaker,death of newspapers take a look at the newsosaur blog
1694606849,2009-05-04T11:22:59.000+01:00,babycake101,making sconesbut they have went terribly wrong xx
1694719800,2009-05-04T11:51:27.000+01:00,foxythang2000,i want to fangirl over the vintners luck im reduced to posting on the imdb forums rolls eyes
1694726747,2009-05-04T11:53:10.000+01:00,brazirish,having problems with graphic card
1694743546,2009-05-04T11:57:19.000+01:00,TheMadWifey,is off to the office now i wish i could stay home wthe hubs
1695004250,2009-05-04T12:53:45.000+01:00,scribblegurl,tell me about it i hate moths passionately
1695081380,2009-05-04T13:08:32.000+01:00,hlprmnky,all nighter leads to sending of my project off to my committee with an upbeat optimistic email sometimes the bear gets you etc
1695187185,2009-05-04T13:27:48.000+01:00,MsJerzi,ugh tired this train is od packed days n im out
1695213341,2009-05-04T13:32:17.000+01:00,BabyBeth,im makeupless and tired dont fuck with me today
1695310934,2009-05-04T13:48:40.000+01:00,Wickedness77,this episode of charmed makes me cry
1695341252,2009-05-04T13:53:32.000+01:00,miss_alliev,misses her marshall
1695434752,2009-05-04T14:07:39.000+01:00,i8urcookie,not working out today or going to work im so effing sick
1695846178,2009-05-04T15:04:29.000+01:00,bonster713,just learned that i skipped otc for a meeting that then got cancelled sigh bummed too as to why pseudoboss went to er wmigraine
1695881048,2009-05-04T15:09:05.000+01:00,sexy_chi_baby,woke up with an enormous headache omg no more liq
1695881219,2009-05-04T15:09:06.000+01:00,MPattz,stuck in my room cant leave it ive got the flue not the swine shut up
1695883160,2009-05-04T15:09:22.000+01:00,stokez,the little bear on my phone
1695955707,2009-05-04T15:18:38.000+01:00,nuttychris,why you gotta go in half hour
1695993991,2009-05-04T15:23:27.000+01:00,Draco_licious,mother i dont feel so well
1696133656,2009-05-04T15:40:44.000+01:00,AllysonShultz,i have a migraine
1750891718,2009-05-10T02:10:08.000+01:00,abigoogle,north face store was waste of time no climbing or trail stuff whatsoever just for the jackets i guess
1751030121,2009-05-10T02:30:05.000+01:00,karlos8403,do not wanna stay home tonight
1751059915,2009-05-10T02:34:14.000+01:00,karen0z,sad that i cant find silver heels that flatter my feet
1751166512,2009-05-10T02:49:20.000+01:00,thepostergirl,it b called quotif u dont live here go the fuck home quot amp id make all the rules
1751212116,2009-05-10T02:55:34.000+01:00,BrettFair,i enjoyed spending the day with you back to denny on monday
1751237466,2009-05-10T02:59:07.000+01:00,4rightchords,im twittering to piss off my friends all of whom refuse to join sad i missed in nyc
1751288364,2009-05-10T03:06:01.000+01:00,andieness,i hope they stop the screaming and fighting
1751391425,2009-05-10T03:20:27.000+01:00,thatalisongirl,lol yes but i couldnt get the scene i wanted a small enough file to make into an lj icon
1751424451,2009-05-10T03:25:07.000+01:00,LaffertyAddict,aw
1751494255,2009-05-10T03:34:54.000+01:00,aaron1730,had tea made no differencestill cant sleepgot to get up soon and not yet fallen asleep this is not good
1751498440,2009-05-10T03:35:29.000+01:00,BGCMINUS1,since ive been payn attention to what i eatcheckn cal content ugh cal for c icecream trust me that aint nothing
1751528140,2009-05-10T03:39:42.000+01:00,sTeP_eNd,says just back from church now waiting for a meeting fiuuuhh
1751557179,2009-05-10T03:43:44.000+01:00,Tys400,shit forgot the rules and drank some rum
1751561950,2009-05-10T03:44:25.000+01:00,jadeyysomajor,feels a lil bad my babes didnt want me to leave
1751597431,2009-05-10T03:49:30.000+01:00,srslainey,i get a bit sad when ive done a really good burp and nobody is around to hear it
1751606968,2009-05-10T03:50:50.000+01:00,rumblepurr,i bad kitten
1751644049,2009-05-10T03:56:06.000+01:00,cocktailsatfive,yes it does am no longer speeding ticket virgin
1751741566,2009-05-10T04:09:58.000+01:00,katiecantdance,oh bose why wont you tell us your secrets so we can do our homework
1751743072,2009-05-10T04:10:10.000+01:00,kimmie,someone hacked into my account thanks for the heads up christian
1751773483,2009-05-10T04:14:31.000+01:00,ilostthegame,another loser i lost the game again
1751843302,2009-05-10T04:24:46.000+01:00,jcisinthecrowd,ahhhhhhh work i hate you im not getting out until like am
1751976906,2009-05-10T04:44:43.000+01:00,gley10,where are pretzel sticks when you want some i know not in your pantry
1752017490,2009-05-10T04:50:52.000+01:00,Darklegacy712,me and timmy are ascared cause ghosties is gonna eat us
1752074756,2009-05-10T04:59:33.000+01:00,TorisSecret17,tiredreally dont want to go to work tomorrow
1752318666,2009-05-10T05:36:02.000+01:00,Gribber,there are no more good snake in the house what to do what to do
1752557106,2009-05-10T06:15:31.000+01:00,zilch,no futsal this week i feel fat
1752614707,2009-05-10T06:25:57.000+01:00,smoothvega,happy mothers day to all the beautiful woman especially my mother amp grandmother wish i had a kid
1752665336,2009-05-10T06:35:12.000+01:00,stoneeffect,charter if you want to give me a mothers day gift give me my channels back its been days of over channels not working
1752674889,2009-05-10T06:36:57.000+01:00,TiaLinc,i dropped the box on my toehurtnow my wrist is already bruisingampmy thumb is purple im gonna put ice on it hopefully it helps
1752696434,2009-05-10T06:41:07.000+01:00,thispeaceofmind,about the im in miami bitch
1752725753,2009-05-10T06:46:59.000+01:00,deeinstereo,me soooo sorry
1752748328,2009-05-10T06:51:31.000+01:00,MikeCormack,more and more spam followers in twitter
1752769986,2009-05-10T06:55:57.000+01:00,BrownEyedGal27,i missed demis tweets more haha x jk i miss my mom
1752793843,2009-05-10T07:00:44.000+01:00,Cinnny,ahhhhhh i wanna see lol why is no one in chattt
1752889893,2009-05-10T07:20:23.000+01:00,TheBiasedTruth,i called you back tonight hmmm looks like you need to talk about this call my in the morning sorry you had a bad night
1752928945,2009-05-10T07:28:58.000+01:00,radio_ELLA,just come back inside from putting another cover on my pony did my creepy alien walk past the window but nobody noticed spagbol for me
1752935514,2009-05-10T07:30:24.000+01:00,coreyskort,i miss u and twitter so much my bfs phone is worde than mine for twitter miss my new phone
1753051029,2009-05-10T07:56:47.000+01:00,BrainTwitch,re manwhich i thought you were referring to something sexual you were talking about food
1753201280,2009-05-10T08:32:50.000+01:00,LawChick85,shaking fist contracts finals sucksomeone cheer me up
1753246405,2009-05-10T08:44:34.000+01:00,lavrn,these cramps are killlin my party mood
1753310214,2009-05-10T09:01:33.000+01:00,MiDesfileNegro,i wish i could actually talk to everyone on twitter so they could hear my stupid accent
1753335304,2009-05-10T09:08:27.000+01:00,broookelea,i wonder if mum would let me have the day off school amp drive me up to brisbane to see jbd this weeek hmm i doubt it
1753340130,2009-05-10T09:09:49.000+01:00,GregGiant,in my lil bros room with my homies and uni cool ass dudes mandont think ill be gettin ne shut eye nite tho
1753475501,2009-05-10T09:49:40.000+01:00,sez101,aww thats sad
1753475523,2009-05-10T09:49:40.000+01:00,requin,twitter is dead tonight everyone must be out having a life or sleeping at this point i remember when i used to sleep normally
1753589354,2009-05-10T10:24:03.000+01:00,Zosie,that sucks
1753593750,2009-05-10T10:25:23.000+01:00,enlilbinny,feels lonely
1753629161,2009-05-10T10:36:20.000+01:00,helen_lo,my wireless network just failed
1753662241,2009-05-10T10:46:42.000+01:00,lgb1987,is at work
1753676271,2009-05-10T10:51:15.000+01:00,rawrmonstrr,is in love with a new york couture dress but its
1753894017,2009-05-10T12:00:08.000+01:00,blurryleg,i dont feel well and that wasnt terrible i found it quite witty also smeg off
1753938108,2009-05-10T12:13:10.000+01:00,pixie_jazz,oh gosh im over studying tonight time for a break a good sleep amp hopefully ill remember everything tomorrow boo exam
1753988490,2009-05-10T12:27:48.000+01:00,georgiibeatle,i miss you i miss you i miss you i miss you i miss you i miss you i miss you i miss you i miss you
1754033736,2009-05-10T12:40:21.000+01:00,Niccyrotman,is sleepy and doesnt want to go to work
1754137082,2009-05-10T13:07:50.000+01:00,MissFoxwell,has just been for her first postinjury run her chest feels so tight its as though she never ran a mile in her life boo
1754192965,2009-05-10T13:21:33.000+01:00,KarlsG,well hate admit but when we out we drink vodkajaegerred bull and have be known do over each not to mention others
1754217966,2009-05-10T13:27:33.000+01:00,schizdazzle,well maybe you can have one when you come back p sorry this is the reason why i havent been down to the big city
1754222584,2009-05-10T13:28:37.000+01:00,scarletdgn23,up early waiting to take the hubs to work so he can leave for two weeks
1754230767,2009-05-10T13:30:28.000+01:00,exponential,i walk into doors regularly and when they are not transparent the other day i closed a door on my face
1754233836,2009-05-10T13:31:12.000+01:00,llittizzio,happy mothers day im going to work for hours because i wasnt on the ball enough to ask for it off
1754239432,2009-05-10T13:32:32.000+01:00,brylmdl,i remembered but i cannot remember my mobo specs
1754264068,2009-05-10T13:38:25.000+01:00,svivekkrishna,damn the ipl due to this i m missing the manchester derby x
1754344823,2009-05-10T13:56:39.000+01:00,alaricthegoth,yeah me too i used to enjoy travelling wenfield town all gone wrong now houses on their old ground
1754474190,2009-05-10T14:23:42.000+01:00,seafoid,ie and floating sidebars same procedure
1754575601,2009-05-10T14:43:54.000+01:00,makzan,my iphone game ideas are waiting me to code theres not much leisure time in my life how long have u been developed on it
1754617539,2009-05-10T14:51:53.000+01:00,samliikecoke,just woke up going to get somthing to eat the clean before mom gets home no wow today
1754762756,2009-05-10T15:18:37.000+01:00,ajson108,im gonna miss all of the peeps in the play smgt
1754841521,2009-05-10T15:32:27.000+01:00,trakklaya,rip to my mom and my grandmother happy mothers day i love you amp miss you
1754867398,2009-05-10T15:36:55.000+01:00,nephie,you should probably wait for your dad i wish my dad werent in india so i could take him hed love it
1754997020,2009-05-10T15:58:57.000+01:00,melissakania,woo got in internet explorer too bad i wont be home at to watch the gold game i have to work
1755270997,2009-05-10T16:42:27.000+01:00,twj993,i was disappointed that we did not drive the track due to an accident the tour driving was fun though
1755338193,2009-05-10T16:52:59.000+01:00,xdidi,i think my theres something wrong with my fishy lt
1755410379,2009-05-10T17:04:09.000+01:00,JordaneSmith,dissapointed by the derby and getting down to some work
1755571772,2009-05-10T17:28:54.000+01:00,Jaaaaaaaaaaaay,why is revising so hard following followers
1755594164,2009-05-10T17:32:15.000+01:00,Vixy_Pixy,id go with you but i cant
1755736200,2009-05-10T17:53:49.000+01:00,lizzybee89,cant believe its the final of shipwrecked what will i watch from now on
1755840811,2009-05-10T18:09:23.000+01:00,7059441,im getting my braces tightened tomorrow
1759049657,2009-05-11T02:20:48.000+01:00,MercyStreetTeam,ok since no one tweeted me ill do mercy trivia
1759297479,2009-05-11T02:54:22.000+01:00,ginacena,ok just read u dont like star wars i am sad
1759382760,2009-05-11T03:05:29.000+01:00,ckillius,ouch thats a rough time change im sure it will take a few days to recover i liked your pics btw
1759467268,2009-05-11T03:16:34.000+01:00,aj99000,i lashed out today
1759614523,2009-05-11T03:36:09.000+01:00,organicvoodoo,i feel bad because i didnt get my mother or my grandmother mothers day presents ill have to make them a card tomorrow
1759925860,2009-05-11T04:15:53.000+01:00,kayteeCALAMITY,s voice makes me want to cry but not cause its bad i lt mercy they just reminds me of sad times
1760198809,2009-05-11T04:54:35.000+01:00,yayitscaroline,didnt get anything done this weekend lol pretty crappy weekend im not gonna lie bummed about the owl shirt and i have a ton of math
1760199763,2009-05-11T04:54:44.000+01:00,justNICKI,bah yeah healthy does not help here
1770579493,2009-05-12T05:42:39.000+01:00,chelles1018,what i missed a half hour of one tree hill
1770743656,2009-05-12T06:07:38.000+01:00,mareeclo,hun he just played it
1770831546,2009-05-12T06:22:16.000+01:00,Turi0n64,why
1770856709,2009-05-12T06:26:41.000+01:00,Celtics_fanatic,ok baby it is like am in beantownlandtime for my to watch my eyelidshave work in the morning
1771030068,2009-05-12T06:58:32.000+01:00,iKasperr,ill help you level
1771075316,2009-05-12T07:07:02.000+01:00,BananasYO,gunna die of starvation lol have to go to the doctor and cant eat untill their done with me
1791739406,2009-05-14T04:57:54.000+01:00,TattooJenn,creepy chan did not win antm she was my favorite
1791912304,2009-05-14T05:30:30.000+01:00,Teressa_C,sooo upset i missed little rascals on tv today i love that movie
1791924060,2009-05-14T05:32:50.000+01:00,jaredhalter,sometimes i am sooo goodothertimes i am not
1792171317,2009-05-14T06:20:27.000+01:00,Pink23,is leaving today
1792250535,2009-05-14T06:35:19.000+01:00,deepconnection,ahh ok good to know its not just me i thought twitter was punishing me for spamming demi earlier lol
1792327546,2009-05-14T06:49:03.000+01:00,ayydeebz,i need a new stupid blackberry its official mine hates me and decides not to work sometimes it ruins my plans
1792438806,2009-05-14T07:08:17.000+01:00,christakeda,dammit lost i cant wait a whole year for you to finish up
1792477979,2009-05-14T07:15:20.000+01:00,branli,it got scary rocks back n forth in corner twitter was down
1792529434,2009-05-14T07:24:46.000+01:00,jeshikaq,i miss my bro adrianhe hasnt been home much and then i miss shaystupid dork got her phone taken away now i cnt talk or txt wit her
1792582424,2009-05-14T07:34:41.000+01:00,DearJannellynn,hahaa its cool gt tiring i went to the meadows mall and i got a flannel sadly it wasnt hollister
1792738864,2009-05-14T08:04:59.000+01:00,Alris,hmm since the trending topics got put into the sidebar more spammers are using them to gain views
1792822129,2009-05-14T08:21:47.000+01:00,sendchocolate,that happened to me on facebook tonight i hate spoilers
1792914967,2009-05-14T08:41:12.000+01:00,abishop78uk,gettin ready to go out in the rain
1792936005,2009-05-14T08:45:48.000+01:00,MunchkinMarcus,throat kills
1793039237,2009-05-14T09:08:30.000+01:00,OlgiMolgi,there is something diffrent in the chat todayto bad i missed you yesterday
1793113655,2009-05-14T09:25:32.000+01:00,kristafromsyd,i lost my st th follower the other day but my new th follower shall receive something special its almost lol
1793199887,2009-05-14T09:45:46.000+01:00,Bekbbop,i think maybe theyre forgotten me again
1793498032,2009-05-14T10:55:35.000+01:00,andrewbarnett,panic rising once again must keep busy
1793539959,2009-05-14T11:05:01.000+01:00,xtalespinosa,it so frustating that i didnt have the chance to see you a while ago on eat bulaga its over crowded in there
1793675308,2009-05-14T11:35:44.000+01:00,iikedior,i still dont really get this
1793696625,2009-05-14T11:40:25.000+01:00,katyb_,yup the pre poems and your two poets its the four poem essay
1793744114,2009-05-14T11:50:27.000+01:00,suleatun,wish they let me go home tmrw its freezing and noisy here cant sleep well i miss my bed
1793820543,2009-05-14T12:05:57.000+01:00,juwho,im sure i am not getting out of here on time
1794004459,2009-05-14T12:40:38.000+01:00,Hastie_bhoy87,aww why u tired im just in work watchin the sun from the windowits rather depressing
1794015488,2009-05-14T12:42:39.000+01:00,anarizerio,chewing gum gives me stomach ache
1794071750,2009-05-14T12:52:35.000+01:00,jooleywoo,the little man all jabbed up now and was really brave one in each leg too ouchgot to do it all again in weeks time too not good
1794226683,2009-05-14T13:17:47.000+01:00,MikeyA,awake at am again
1794532948,2009-05-14T14:01:33.000+01:00,arielleo7,davidarchie it was real cool watching you at eat bulaga and sis i really wish i could go to your concert but tickets already sold out
1794699659,2009-05-14T14:22:51.000+01:00,terryj30,ted is watching tv fox is too far behind in japan
1794952853,2009-05-14T14:52:52.000+01:00,elizabethdavid7,as much as i dont wanna go to johor i have no choice
1795361467,2009-05-14T15:38:14.000+01:00,tonylittle,nick tried to sit with me i told him he needed to apologize before things would be the same and he denied doing anything wrong
1795402755,2009-05-14T15:42:38.000+01:00,ceotty,good grief talk about lack of organization
1795410561,2009-05-14T15:43:29.000+01:00,Critic6881,aww i wish you had off today to catch up
1795449839,2009-05-14T15:47:38.000+01:00,mirandarenee,working excited for stl on sunday need to start packing definitely ready for colo next weeki miss peanut and zeke
1795705333,2009-05-14T16:13:51.000+01:00,gaywheels,at the lexus hsh press event again cant tell you anythinguntil may th
1822351261,2009-05-17T03:22:33.000+01:00,xoxo_arielletse,i wont be able to see you today i miss you
1822388322,2009-05-17T03:27:50.000+01:00,Libra100681,that az sleep or wha i aint even gih u none
1822460450,2009-05-17T03:37:47.000+01:00,BdubTM,if i didnt have josh moving in here i would let you move in wit me and help you out hate to see you go bdubtmtrust
1822468501,2009-05-17T03:38:53.000+01:00,goldenstatemus,sad to have missed out on dinner with friends cuz i ended up at the wrong jerrys delhi
1822573069,2009-05-17T03:53:21.000+01:00,jengrly,i know all my friends seem to be out of town this weekend i guess every weekend cant be busyfilledim sure thats good
1822649645,2009-05-17T04:04:01.000+01:00,DanLane,i should probably go to bed since the really mobile team will be arriving in six hours
1822649859,2009-05-17T04:04:02.000+01:00,thekittycat,damn i gotta hear it when u donethats the stuff the other dude riteima have go back sooner missin all the action
1822681233,2009-05-17T04:08:19.000+01:00,Esty2u,yes i agreemiss them bothits ironic everytime it rains i seem to somehow end up listening to aaliyah
1822928587,2009-05-17T04:42:45.000+01:00,EmilyNatanya,some nice matt ass shots oh no more songs left
1823108742,2009-05-17T05:08:10.000+01:00,tabfurtado,lol k when i gets monies we go im going to be staying tracys for week u can too but cant take kitteh
1823345007,2009-05-17T05:43:33.000+01:00,lunerose,i wont be able to make the show either bummer when are they playing that weekend
1823501177,2009-05-17T06:08:28.000+01:00,switchfx,no problem man im a member of taz although i was a bit sad that af got when theyre not very good at all
1823527655,2009-05-17T06:12:46.000+01:00,msleizeljayne,shopping shopping shopping all day with the boo heading home now got a load of study waiting for me
